"ST","PWGTP","AGEP","CIT","COW","SCHL","SEX","WAGP","ESR","FOD1P","INDP","NAICSP","POWSP"
36,125,43,1,"Private profit","Master's Degree","Male",100000,"Employed","COMPUTER SCIENCE",3590,"33641M2",36
36,52,34,1,"Private profit","Bachelor's Degree","Male",98000,"Employed","COMPUTER SCIENCE",7380,"5415",36
36,195,69,1,"Self-employed","Bachelor's Degree","Female",0,"Employed","MATH",7390,"5416",36
36,182,51,5,"Federal government","Master's Degree","Female",22000,"Employed","MATH",7860,"6111",36
36,59,33,5,NA,"Bachelor's Degree","Female",0,"Not in labor force","FINANCE",NA,"",NA
36,69,35,1,"Private profit","Bachelor's Degree","Male",84000,"Employed","FINANCE",7380,"5415",36
36,71,25,1,"Private profit","Bachelor's Degree","Male",57000,"Employed","FINANCE",8190,"622",36
36,33,42,1,"Private profit","Bachelor's Degree","Female",113000,"Employed","COMPUTER SCIENCE",3590,"33641M2",36
36,119,22,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","FINANCE",7180,"532M",NA
36,124,37,1,"Private profit","Master's Degree","Female",65000,"Employed","COMPUTER SCIENCE",8190,"622",36
36,84,37,4,"Self-employed","Bachelor's Degree","Male",0,"Employed","FINANCE",4980,"4452",36
36,29,73,4,"Private non-profit","Master's Degree","Male",10000,"Not in labor force","MATH",7870,"611M1",NA
36,208,34,1,"Private profit","Professional degree","Male",202000,"Employed","COMPUTER SCIENCE",7270,"5411",36
36,122,52,1,"Private non-profit","Master's Degree","Female",350,"Unemployed","MATH",8370,"6241",NA
36,44,32,5,"Private profit","Bachelor's Degree","Male",93000,"Employed","COMPUTER SCIENCE",6970,"52M2",36
36,152,66,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","STATISTICS",6870,"52M1",NA
36,160,48,1,"Private profit","Bachelor's Degree","Male",32000,"Employed","STATISTICS",4870,"4441Z",36
36,100,30,1,"Private profit","Bachelor's Degree","Male",65000,"Employed","COMPUTER SCIENCE",4390,"4243",36
36,24,79,1,NA,"Professional degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
36,231,44,1,"Federal government","Master's Degree","Male",125000,"Employed","MATH",9590,"928P",36
36,59,40,5,"Private profit","Master's Degree","Male",120000,"Employed","MATH",6970,"52M2",36
36,159,31,5,"Private profit","Doctorate degree","Male",20000,"Employed","MATH",7290,"5413",36
36,187,31,5,"Self-employed","Master's Degree","Male",0,"Employed","MATH",6570,"5121",36
36,45,52,1,"Local government","Bachelor's Degree","Male",133000,"Employed","FINANCE",8190,"622",36
36,156,40,1,"Self-employed","Bachelor's Degree","Male",20000,"Employed","COMPUTER SCIENCE",7380,"5415",36
36,110,44,1,"Private profit","Professional degree","Female",50000,"Employed","MATH",7860,"6111",36
36,57,64,4,NA,"Master's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
36,83,65,4,"State government","Master's Degree","Female",27000,"Employed","MATH",7870,"611M1",36
36,46,20,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
36,63,65,4,"Local government","Doctorate degree","Female",35000,"Employed","MATH",7870,"611M1",36
36,64,58,1,"Private non-profit","Master's Degree","Female",79000,"Employed","MATH",9160,"8131",36
36,292,39,1,"Private profit","Bachelor's Degree","Male",40000,"Employed","FINANCE",7070,"531",36
36,85,33,1,"Private profit","Bachelor's Degree","Male",0,"Unemployed","FINANCE",6970,"52M2",NA
36,32,62,1,"Private non-profit","Master's Degree","Female",0,"Not in labor force","MATH",8190,"622",NA
36,66,42,4,"Private profit","Bachelor's Degree","Male",12000,"Employed","COMPUTER SCIENCE",7680,"5616",36
36,411,30,4,"Private profit","Master's Degree","Male",72000,"Employed","COMPUTER SCIENCE",1370,"3121",36
36,32,34,4,"Private profit","Master's Degree","Male",95000,"Employed","FINANCE",7390,"5416",36
36,104,32,5,"Private non-profit","Bachelor's Degree","Male",31000,"Employed","FINANCE",7460,"5417",36
36,166,23,5,"Private profit","Bachelor's Degree","Male",10300,"Employed","FINANCE",4590,"42S",36
36,222,69,4,NA,"Master's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
36,61,58,1,"Private profit","Bachelor's Degree","Male",98000,"Employed","MATH",4795,"443142",34
36,57,35,5,"Private profit","Doctorate degree","Male",67000,"Employed","STATISTICS",7870,"611M1",36
36,131,47,5,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
36,24,31,1,"Private non-profit","Doctorate degree","Female",29000,"Employed","MATH",7870,"611M1",36
36,24,32,1,"Private non-profit","Master's Degree","Male",25000,"Employed","MATH",7870,"611M1",36
36,63,66,1,NA,"Master's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
36,254,37,1,"Private profit","Bachelor's Degree","Male",0,"Not in labor force","MATH",6890,"522M",NA
36,93,56,3,"Self-employed","Bachelor's Degree","Male",100000,"Employed","MATH",3980,"3399ZM",36
36,76,34,4,"Private non-profit","Bachelor's Degree","Female",101000,"Employed","COMPUTER SCIENCE",6990,"524",36
36,62,56,1,"Private profit","Master's Degree","Male",110000,"Employed","COMPUTER SCIENCE",7290,"5413",36
36,74,27,5,"Private profit","Master's Degree","Male",150000,"Employed","COMPUTER SCIENCE",6890,"522M",36
36,113,39,1,"Private profit","Bachelor's Degree","Female",70000,"Employed","FINANCE",6870,"52M1",36
36,41,44,1,"Self-employed","Bachelor's Degree","Female",0,"Employed","COMPUTER SCIENCE",8090,"6214",36
36,41,72,1,"Local government","Bachelor's Degree","Male",0,"Not in labor force","MATH",770,"23",NA
36,69,61,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
36,386,23,1,"Self-employed","Bachelor's Degree","Female",30000,"Employed","COMPUTER SCIENCE",7380,"5415",36
36,42,22,1,"Private profit","Bachelor's Degree","Female",37000,"Employed","MATH",7380,"5415",36
36,72,40,1,"Local government","Professional degree","Male",250000,"Employed","MATH",9380,"92113",36
36,107,30,5,"Private profit","Master's Degree","Male",130000,"Employed","COMPUTER SCIENCE",7380,"5415",36
36,47,30,1,"Private profit","Bachelor's Degree","Female",71000,"Employed","COMPUTER SCIENCE",7290,"5413",36
36,76,39,1,"Local government","Master's Degree","Male",102000,"Employed","MATH",7860,"6111",36
36,55,33,1,"Local government","Bachelor's Degree","Male",41600,"Employed","STATISTICS",9470,"92MP",36
36,63,56,1,"Private profit","Bachelor's Degree","Male",94000,"Employed","FINANCE",7270,"5411",36
36,69,61,1,"Private profit","Bachelor's Degree","Female",100000,"Employed","MATH",4380,"424M",36
36,22,28,4,"Private profit","Bachelor's Degree","Female",70000,"Employed","FINANCE",6890,"522M",9
36,292,54,1,"Private profit","Bachelor's Degree","Female",65000,"Employed","COMPUTER SCIENCE",7580,"5613",36
36,54,79,4,"Local government","Master's Degree","Female",25000,"Employed/Not at work","MATH",7870,"611M1",NA
36,72,57,1,"Private profit","Master's Degree","Male",100000,"Employed","FINANCE",6970,"52M2",36
36,71,61,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","FINANCE",NA,"",NA
36,63,40,4,"Private profit","Master's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",7380,"5415",NA
36,20,34,1,"Private profit","Master's Degree","Female",80000,"Employed","MATH",4470,"4244",36
36,89,26,5,"Local government","Bachelor's Degree","Male",50000,"Employed","COMPUTER SCIENCE",7860,"6111",36
36,202,39,1,"Private profit","Bachelor's Degree","Male",3500,"Not in labor force","FINANCE",8970,"812111",NA
36,178,36,1,"Private profit","Bachelor's Degree","Male",560000,"Employed","COMPUTER SCIENCE",6670,"515",36
36,75,63,1,"Private profit","Master's Degree","Male",150000,"Employed","MATH",3580,"33641M1",50
36,405,28,3,"Self-employed","Bachelor's Degree","Male",120000,"Employed","COMPUTER SCIENCE",7070,"531",36
36,30,45,4,"Private profit","Bachelor's Degree","Male",63000,"Employed","MATH",6870,"52M1",36
36,53,23,1,"Private profit","Bachelor's Degree","Male",32000,"Employed","FINANCE",8570,"712",36
36,65,23,1,"Private profit","Bachelor's Degree","Male",28000,"Employed","FINANCE",7470,"5418",36
36,68,38,5,"Private profit","Master's Degree","Male",60000,"Employed","COMPUTER SCIENCE",6670,"515",36
36,126,48,4,"Private profit","Doctorate degree","Male",150000,"Employed","MATH",6970,"52M2",36
36,44,35,1,"Local government","Master's Degree","Female",25000,"Employed","MATH",7860,"6111",36
36,109,43,1,"Private profit","Master's Degree","Male",130000,"Employed","FINANCE",6870,"52M1",36
36,99,41,1,"Local government","Master's Degree","Female",60000,"Employed","MATH",7860,"6111",36
36,122,35,1,"Private profit","Bachelor's Degree","Female",275000,"Employed","FINANCE",6890,"522M",36
36,510,32,1,"Private profit","Master's Degree","Male",40000,"Employed","COMPUTER SCIENCE",6670,"515",36
36,409,33,1,"Local government","Bachelor's Degree","Female",75000,"Employed","FINANCE",7860,"6111",36
36,69,50,1,NA,"Professional degree","Female",0,"Not in labor force","MATH",NA,"",NA
36,150,40,1,"Private profit","Bachelor's Degree","Female",0,"Not in labor force","COMPUTER SCIENCE",6870,"52M1",NA
36,104,41,4,"Private profit","Bachelor's Degree","Female",132000,"Employed","FINANCE",6890,"522M",36
36,144,32,1,"Local government","Master's Degree","Female",90000,"Employed","MATH",7860,"6111",36
36,36,53,1,NA,"Master's Degree","Female",0,"Not in labor force","FINANCE",NA,"",NA
36,116,28,1,"Private profit","Bachelor's Degree","Male",100000,"Employed","COMPUTER SCIENCE",7380,"5415",36
36,224,26,1,"Private profit","Bachelor's Degree","Male",40000,"Employed","FINANCE",7190,"53M",36
36,48,50,4,"Private profit","Bachelor's Degree","Female",34500,"Employed","COMPUTER SCIENCE",8270,"6231",36
36,356,29,5,"State government","Master's Degree","Female",12000,"Employed","MATH",7870,"611M1",36
36,125,59,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",NA,"",NA
36,64,66,1,"Local government","Master's Degree","Male",2000,"Not in labor force","MATH",7860,"6111",NA
36,107,30,4,"Private profit","Bachelor's Degree","Male",88000,"Employed","COMPUTER SCIENCE",6890,"522M",36
36,149,35,1,"Private profit","Master's Degree","Male",560000,"Employed","FINANCE",6970,"52M2",36
36,61,38,1,"Private non-profit","Bachelor's Degree","Male",21800,"Employed","MATH",7460,"5417",36
36,130,62,1,"State government","Bachelor's Degree","Male",200000,"Employed","MATH",6970,"52M2",33
36,257,67,1,"State government","Professional degree","Female",6000,"Employed","FINANCE",7870,"611M1",36
36,55,34,5,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
36,85,61,1,"Private profit","Bachelor's Degree","Male",9600,"Employed","COMPUTER SCIENCE",4870,"4441Z",36
36,53,67,1,"State government","Master's Degree","Male",0,"Not in labor force","MATH",7870,"611M1",NA
36,121,78,1,"Self-employed","Professional degree","Male",180000,"Employed","MATH",7270,"5411",36
36,162,47,5,"Private profit","Bachelor's Degree","Female",2000,"Employed","FINANCE",7860,"6111",36
36,109,37,1,"Local government","Master's Degree","Female",98000,"Employed","MATH",7860,"6111",36
36,129,34,1,"Private non-profit","Bachelor's Degree","Female",63000,"Employed","STATISTICS",8270,"6231",36
36,93,51,1,"Private profit","Master's Degree","Male",210000,"Employed","COMPUTER SCIENCE",6870,"52M1",36
36,75,54,1,"Private profit","Master's Degree","Male",85000,"Employed","MATH",3895,"337",36
36,68,34,1,"State government","Bachelor's Degree","Male",85000,"Employed","COMPUTER SCIENCE",6080,"482",36
36,87,42,1,"Private profit","Bachelor's Degree","Male",125000,"Employed","FINANCE",6870,"52M1",36
36,58,50,2,"Private non-profit","Master's Degree","Female",35000,"Employed","COMPUTER SCIENCE",8380,"6242",36
36,20,80,1,NA,"Bachelor's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
36,171,29,4,"Private profit","Master's Degree","Female",69000,"Employed","FINANCE",6870,"52M1",36
36,66,79,1,"Private profit","Bachelor's Degree","Male",68000,"Employed","MATH",7380,"5415",36
36,363,47,1,"Private profit","Professional degree","Female",200000,"Employed","COMPUTER SCIENCE",6480,"5111Z",36
36,66,47,4,"Private profit","Bachelor's Degree","Female",122000,"Employed","MATH",6970,"52M2",34
36,71,48,4,"State government","Bachelor's Degree","Male",107000,"Employed","COMPUTER SCIENCE",6180,"485M",36
36,76,48,4,"Private profit","Bachelor's Degree","Female",40000,"Employed","MATH",6870,"52M1",36
36,37,55,1,"Self-employed","Bachelor's Degree","Male",35000,"Employed","COMPUTER SCIENCE",7390,"5416",36
36,71,53,1,"Private non-profit","Master's Degree","Male",560000,"Employed","STATISTICS",6870,"52M1",36
36,67,46,1,"Private profit","Bachelor's Degree","Male",90000,"Employed","COMPUTER SCIENCE",7270,"5411",36
36,57,33,4,"Private profit","Master's Degree","Male",72000,"Employed","FINANCE",6870,"52M1",34
36,66,28,4,"Private profit","Bachelor's Degree","Female",100000,"Employed","COMPUTER SCIENCE",6870,"52M1",34
36,114,61,4,"Private profit","Bachelor's Degree","Female",26000,"Employed","COMPUTER SCIENCE",8290,"623M",36
36,50,30,1,"Private profit","Master's Degree","Male",70000,"Employed","FINANCE",6890,"522M",36
36,103,27,5,"Private non-profit","Master's Degree","Female",10000,"Employed","MATH",7280,"5412",36
36,257,25,5,"Self-employed","Master's Degree","Female",0,"Employed","MATH",6870,"52M1",36
36,71,49,1,"Private profit","Master's Degree","Male",140000,"Employed","FINANCE",6970,"52M2",36
36,85,45,1,"Private profit","Bachelor's Degree","Male",125000,"Employed","COMPUTER SCIENCE",7290,"5413",36
36,69,43,1,"Private profit","Bachelor's Degree","Female",75000,"Unemployed","FINANCE",6890,"522M",NA
36,70,36,5,"Private profit","Bachelor's Degree","Male",35000,"Employed","COMPUTER SCIENCE",4070,"4231",36
36,40,45,1,"Private non-profit","Master's Degree","Female",60000,"Employed","MATH",7860,"6111",36
36,92,22,1,"Private profit","Bachelor's Degree","Male",13000,"Employed","FINANCE",6890,"522M",36
36,67,68,1,NA,"Master's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
36,65,24,4,"Private profit","Bachelor's Degree","Female",43000,"Employed","FINANCE",6970,"52M2",36
36,119,30,5,"Private profit","Professional degree","Female",20000,"Unemployed","COMPUTER SCIENCE",7380,"5415",NA
36,46,60,1,"Private profit","Master's Degree","Male",80000,"Employed","COMPUTER SCIENCE",6870,"52M1",36
36,230,38,1,"Private profit","Master's Degree","Male",140000,"Employed","FINANCE",6680,"5171",34
36,74,30,1,"Private profit","Master's Degree","Female",63000,"Employed","FINANCE",7270,"5411",36
36,162,52,1,"Private profit","Master's Degree","Male",170000,"Employed","FINANCE",6870,"52M1",34
36,69,55,5,NA,"Master's Degree","Male",0,"Not in labor force","MATH",NA,"",NA
36,47,65,1,"Private non-profit","Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",3365,"3341",NA
36,158,51,1,"Local government","Master's Degree","Male",96000,"Employed","COMPUTER SCIENCE",7870,"611M1",36
36,44,26,1,"Private profit","Master's Degree","Female",20000,"Employed","MATH",7860,"6111",36
36,71,32,1,"Private profit","Bachelor's Degree","Male",223000,"Employed","COMPUTER SCIENCE",6890,"522M",36
36,133,38,1,"Private profit","Bachelor's Degree","Female",88000,"Employed","FINANCE",8470,"6244",36
36,160,58,1,"Local government","Bachelor's Degree","Female",14600,"Employed","COMPUTER SCIENCE",7860,"6111",36
36,63,66,1,"Private non-profit","Bachelor's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",6990,"524",NA
36,71,53,1,"Local government","Master's Degree","Female",75000,"Employed","COMPUTER SCIENCE",9370,"9211MP",36
36,78,51,1,NA,"Master's Degree","Female",0,"Not in labor force","FINANCE",NA,"",NA
36,127,36,1,"Private profit","Bachelor's Degree","Male",38000,"Employed","FINANCE",5170,"4481",36
36,76,44,4,"Private profit","Bachelor's Degree","Female",70000,"Employed","MATH",6870,"52M1",36
36,68,56,1,"State government","Doctorate degree","Male",170000,"Employed","FINANCE",7870,"611M1",36
36,84,31,1,"Private profit","Bachelor's Degree","Male",70000,"Employed","FINANCE",3190,"333MS",36
36,323,52,1,"Self-employed","Professional degree","Female",0,"Employed","MATH",7270,"5411",36
36,147,54,1,"Local government","Bachelor's Degree","Female",19000,"Employed","FINANCE",7860,"6111",36
36,122,53,4,"Private non-profit","Master's Degree","Male",68000,"Employed","MATH",8190,"622",36
36,10,69,1,"Self-employed","Bachelor's Degree","Female",20000,"Employed","MATH",3680,"3366",36
36,81,45,4,"Private profit","Bachelor's Degree","Male",47600,"Employed","COMPUTER SCIENCE",7390,"5416",36
36,74,53,1,"Private profit","Master's Degree","Male",88000,"Employed","FINANCE",4390,"4243",36
36,109,53,1,"Private profit","Master's Degree","Male",128000,"Employed","COMPUTER SCIENCE",570,"2211P",36
36,81,47,4,"Private profit","Bachelor's Degree","Male",80000,"Employed","FINANCE",7270,"5411",36
36,45,25,1,"Private profit","Master's Degree","Male",0,"Not in labor force","COMPUTER SCIENCE",6870,"52M1",NA
36,108,23,5,NA,"Bachelor's Degree","Male",0,"Not in labor force","FINANCE",NA,"",NA
36,87,80,1,NA,"Bachelor's Degree","Female",0,"Not in labor force","MATH",NA,"",NA
36,207,54,1,"Private profit","Bachelor's Degree","Male",66000,"Employed","FINANCE",4470,"4244",36
36,139,46,4,"Private profit","Master's Degree","Male",22000,"Employed","FINANCE",5090,"447",36
36,38,48,1,"Self-employed","Professional degree","Male",560000,"Employed","FINANCE",7270,"5411",36
36,99,49,4,"Local government","Bachelor's Degree","Female",11200,"Employed","STATISTICS",770,"23",36
36,23,46,4,NA,"Bachelor's Degree","Female",0,"Not in labor force","FINANCE",NA,"",NA
36,147,31,1,"Self-employed","Bachelor's Degree","Male",90000,"Employed","FINANCE",8680,"722Z",36
36,79,90,4,NA,"Bachelor's Degree","Female",0,"Not in labor force","FINANCE",NA,"",NA
36,81,46,1,"Private profit","Master's Degree","Male",250000,"Employed","FINANCE",1680,"3152",36
36,69,42,1,"Private profit","Master's Degree","Male",80000,"Employed","FINANCE",6870,"52M1",36
36,338,33,1,"Private profit","Bachelor's Degree","Female",98000,"Employed","FINANCE",6870,"52M1",36
36,125,25,1,"Private profit","Professional degree","Female",20000,"Employed","FINANCE",7860,"6111",36
36,144,42,1,"Private profit","Master's Degree","Male",560000,"Employed","FINANCE",6970,"52M2",36
